FAC_DET_REP,SITE_ADDRESS,Longitude,ID,EPA_REGISTRY_ID,SITE_CITY,SITE_ZIP,Latitude,CDR_SUB_CNT,Public_CDR_SUBMISSIONS_SITE_NAME,County-State
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110001867953,7401 WALLISVILLE RD,-95.296,3695.0,110001867953,HOUSTON,77020-3595,29.787570001,15.0,SOUTH COAST TERMINALS,Harris-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000824671,9317 EAST AVENUE S,-95.39677,3694.0,110000824671,HOUSTON,77012-2331,29.767310001,3.0,SOUTH COAST TERMINALS,Harris-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000464097,7752 FM 418,-94.22727,3696.0,110000464097,SILSBEE,77656,30.398960001,13.0,SOUTH HAMPTON RESOURCES INC,Hardin-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000377271,304 OLD OKAHOLA SCHOOLHOUSE ROAD,-89.404486994,3697.0,110000377271,PURVIS,39475,31.215510004,1.0,"SOUTH MISSISSIPPI ELECTRIC POWER ASSOCIATION, R D MORROW PLANT",Lamar-MS
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,115 INDUSTRIAL PARK DR,-83.77109,3698.0,,PERRY,31069,32.459460001,1.0,SOUTHEAST EMULSIONS - PERRY,Houston-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110031201063,187 S MAIN ST,-84.750485455,3699.0,110031201063,CALHOUN,37309,35.290638183,3.0,SOUTHERN  IONICS INC,McMinn-TN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,2 Northpoint Dr. Suite 975,-95.41128,3700.0,PENDING,Houston,77060,29.937930001,2.0,Southern Chemical Corporation,Harris-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110001867392,1212 CHURCH STREET,-97.448338182,3701.0,110001867392,GONZALES,78629-3008,29.512239092,5.0,SOUTHERN CLAY PRODUCTS GONZALES MILL,Gonzales-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110031265093,1335 S 13TH ST,-85.77587,3702.0,110031265093,LOUISVILLE,40210,38.232950001,7.0,SOUTHERN CLAY PRODUCTS INC,JEFFERSON-KY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002002939,1100 VIADUCT ROAD NORTH,-88.06172,3703.0,110002002939,CHICKASAW,36611-2534,30.766250001,4.0,SOUTHERN IONICS INC,Mobile-AL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002069172,1697 DAVIDSON ROAD,-93.34241,3704.0,110002069172,SULPHUR,70663,30.157990001,4.0,SOUTHERN IONICS INC,Calcasieu-LA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110033183604,1202 AIRLINE HWY,-91.18246,3705.0,110033183604,BATON ROUGE,70805,30.507470001,2.0,SOUTHERN IONICS INC - BATON ROUGE NORTH,East Baton Rouge-LA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000799547,506 BROAD STREET,-88.656504799,3706.0,110000799547,WEST POINT,39773-2702,33.605795517,7.0,"SOUTHERN IONICS INC, WEST POINT",Clay-MS
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000702151,12901 BAY PARK RD,-95.06537,3707.0,110000702151,PASADENA,77507-1101,29.638880001,36.0,SOUTHERN IONICS INC.,Harris-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038158463,1250 NEOSHA AVENUE,-91.17764,3708.0,110038158463,BATON ROUGE,70802-4227,30.468420001,5.0,SOUTHERN IONICS INCORPORATED BATON ROUGE FACILITE,East Baton Rouge-LA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038160566,5410 REICHHOLD ROAD,-87.472111555,3709.0,110038160566,TUSCALOOSA,35404-1200,33.248592773,2.0,SOUTHERN IONICS INCORPORATED TUSCALOOSA FACILITY,Tuscaloosa-AL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000594811,83550 COUNTY ROAD 21,-95.179152642,3710.0,110000594811,RENVILLE,56284,44.797192342,3.0,SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE,Renville-MN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110024379233,311 N MAIN ST,-99.2929,3711.0,110024379233,GREENSBURG,670541546,37.609580576,1.0,SOUTHERN PLAINS COOP / GREENSBURG LOCATION,Kiowa-KS
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000747657,2600 HIGHWAY 421 NORTH,-77.94032,3712.0,110000747657,WILMINGTON,28401,34.239250001,1.0,SOUTHERN STATES CHEMICAL,New Hanover-NC
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110024415523,1600 EAST PRESIDENT STREET,-81.06566,3713.0,110024415523,SAVANNAH,31404-1016,32.071800001,3.0,SOUTHERN STATES PHOSPHATE & FE RTILIZER CO,Chatham-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000367497,1008 CEDAR LAKE RD.,-86.979125294,3714.0,110000367497,DECATUR,35603-1416,34.552516864,5.0,SOUTHERN WATER CONSULTANTS INC,USA-AL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,1008 Cedar Lake Road,-86.979125294,3715.0,PENDING,Decatur,35603,34.552516864,5.0,"Southern Water Consultants, Inc.",MORGAN-AL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110028719224,SPRING CREEK RD & BUTLER FERRY,-84.59868,3716.0,110028719224,BAINBRIDGE,39818,30.907510001,1.0,SOUTHWEST GEORGIA OIL COMPANY INC,Decatur-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110041626194,10868 189TH ST,-95.82407421,3717.0,110041626194,COUNCIL BLUFFS,51503,41.170728106,2.0,SOUTHWEST IOWA RENEWABLE ENERGY,Pottawattamie-IA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000916082,5050 W FARM ROAD 1644,-93.376638891,3718.0,110000916082,BROOKLINE STATION,65619,37.414672901,1.0,SOUTHWEST POWER STATION,GREENE-MO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110031261863,4172 19TH STREET SW,-93.262505008,3719.0,110031261863,MASON CITY,50401-1575,43.133651087,2.0,SOY ENERGY LLC,Cerro Gordo-IA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,120 South Central Avenue Suite 170,-90.338476735,3720.0,,St. Louis,63105,38.648684695,1.0,Spartech,Saint Louis-MO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,470 JOHNSON ROAD,-80.20509,3721.0,,WASHINGTON,15301,40.220400001,4.0,SPARTECH POLYCOM,Washington-PA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110015970145,4921 IDA PARK DRIVE,-78.74609,3722.0,110015970145,LOCKPORT,14094-1833,43.167400001,1.0,SPARTECH POLYCOM,Niagara-NY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110037144239,1050 LANDSDOWNE AVE,-84.59234,3724.0,110037144239,GREENVILLE,45331,40.088890001,1.0,SPARTECH POLYCOM INC,Darke-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000395901,925 W. GASSER RD.,-84.59892,3723.0,110000395901,PAULDING,45879,41.149870001,1.0,SPARTECH POLYCOM INC,Paulding-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,70 West 40th Street,-73.98453375,3725.0,PENDING,New York,10018,40.753331251,40.0,Special Materials Company,Manhattan-NY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000325808,4317 MIDDLE SETTLEMENT RD.,-75.34179,3726.0,110000325808,NEW HARTFORD,13413-5392,43.075300001,1.0,SPECIAL METALS CORP,Oneida-NY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038174123,2501 WEST ORANGE AVENUE,-81.55039,3727.0,110038174123,APOPKA,32703-3346,28.687270001,1.0,SPECIAL PRODUCTS DEPARTMENT,ORANGE-FL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110043795462,6055 BRENT DR.,-83.49588,3728.0,110043795462,TOLEDO,43611,41.728330001,4.0,"SPECIALTY GASES OF AMERICA, INC.",Lucas-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,13424 Pennsylvania Avenue Suite 303,-77.72056,3729.0,PENDING,Haggerstown,21742,39.683370001,1.0,Specialty Granules,Washington-MD
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000308523,260 COLUMBIA STREET,-73.112318889,3730.0,110000308523,ADAMS,01220-1347,42.640897779,5.0,SPECIALTY MINERALS,Berkshire-MA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110001038145,9 HIGHLAND AVE,-75.374,3732.0,110001038145,BETHLEHEM,18017,40.669420001,4.0,SPECIALTY MINERALS,Northampton-PA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000314446,RILEY ROAD GATE 15,-70.23704,3731.0,110000314446,JAY,04239,44.508410001,14.0,SPECIALTY MINERALS,Franklin-ME
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038163395,11 MAIN STREET,-69.88532,3733.0,110038163395,MADISON,04950-1220,44.798150001,3.0,SPECIALTY MINERALS (AT MADISON PAPER),somerset-ME
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002105748,10132 RIVER RD GATE 4 INTERNATIONAL PAPER,-86.884869388,3737.0,110002105748,SELMA,36703-8308,32.426291234,2.0,SPECIALTY MINERALS INC,Dallas County-AL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110006288828,1050 ALEX BELL ROAD,-84.137169458,3741.0,110006288828,WEST CARROLLTON,45449-1923,39.643246688,2.0,SPECIALTY MINERALS INC,Montgomery County-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110009517576,1120 5TH AVENUE NORTH,-89.82739,3744.0,110009517576,WISCONSIN RAPIDS,54495-1900,44.405620001,2.0,SPECIALTY MINERALS INC,Wood County-WI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038105332,2203 E END AVE B,-92.15506,3745.0,110038105332,"CLOQUET, MN",55720,46.832730001,2.0,SPECIALTY MINERALS INC,Carlton County-MN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002105677,307 W INDUSTRIAL RD GATE 8,-87.876971492,3736.0,110002105677,JACKSON,36545,31.544950038,2.0,SPECIALTY MINERALS INC,Clark County-AL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000745374,375 MUSCOGEE RD.,-87.32489,3735.0,110000745374,CANTONMENT,32533,30.609335001,2.0,SPECIALTY MINERALS INC,Escambia County-FL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002342705,966 WESTVACO ROAD,-89.08837,3738.0,110002342705,WICKLIFFE,42087,36.950080001,2.0,SPECIALTY MINERALS INC,Ballard-KY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110007837216,HIGHWAY 601 AND UNION CAMP CORPORATION,-80.54064,3743.0,110007837216,EASTOVER,29044,34.010310001,2.0,SPECIALTY MINERALS INC,Richland County-SC
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110007769888,HWY 182 E,-90.41679,3742.0,110007769888,PARK FALLS,54552,45.695820001,2.0,SPECIALTY MINERALS INC,Price County-WI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000606648,LITTLE RIVER RD 73 HWY 72,-94.14849,3734.0,110000606648,ASHDOWN,71822,33.668610001,2.0,SPECIALTY MINERALS INC,Little River county-AR
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,One Water Street,-92.10666,3746.0,PENDING,Superior,54880-1376,46.663140001,2.0,Specialty Minerals Inc,Douglas-WI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002472725,PAINT & 11TH STREET,-82.9804,3740.0,110002472725,CHILLICOTHE,45601,39.333980001,2.0,SPECIALTY MINERALS INC,Ross County-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002468366,WESTEND MOUNT PLEASANT ROAD,-91.15624,3739.0,110002468366,ZACHARY,707911098,30.648450001,2.0,SPECIALTY MINERALS INC,East Baton Rouge-LA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110008798140,400 2ND ST,-93.40509,3747.0,110008798140,INTERNATIONAL FALLS,56649-2327,48.603750001,18.0,SPECIALTY MINERALS INC - INTERNATIONAL,Koochiching County-MN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038164036,478 SHORE AIRPORT ROAD,-73.404699587,3748.0,110038164036,TICONDEROGA,12883-0352,43.887628527,3.0,SPECIALTY MINERALS INC .,Essex County-NY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000771237,220 NORTHWEST 6TH AVENUE,-122.409657543,3749.0,110000771237,CAMAS,98607-2097,45.584966533,2.0,SPECIALTY MINERALS INC CAMAS,Clark County-WA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110008220807,31829 W HWY 12,-118.912529821,3750.0,110008220807,WALLULA,99363,46.099884479,2.0,SPECIALTY MINERALS INC WALLULA,Walla Walla County-WA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038173623,441 NORTH SIDNEY STREET,-88.335639062,3752.0,110038173623,KIMBERLY,54136-1447,44.277147813,2.0,SPECIALTY MINERALS INC.,Outagamie-WI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038163377,"GATE 7, COUNTY ROAD 150",-87.307,3751.0,110038163377,COURTLAND,35618,34.662580001,2.0,SPECIALTY MINERALS INC.,Lawrence County-AL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110005349453,3515 INDUSTRIAL WY,-122.981886804,3753.0,110005349453,LONGVIEW,98632,46.134410061,2.0,SPECIALTY MINERALS LONGVIEW,Cowlitz County-WA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000412474,HWY 2 GATE 3,-88.0087,3754.0,110000412474,QUINNESEC,49876,45.801950001,2.0,SPECIALTY MINERALS MICHIGAN INC,Dickinson-MI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000330286,1600 WASHINGTON STREET,-79.170812499,3755.0,110000330286,INDIANA,15701-2893,40.619139866,1.0,SPECIALTY TIRES OF AMERICA INC,Indiana-PA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000460821,6107 INDUSTRIAL WAY,-95.310999263,3756.0,110000460821,HOUSTON,77011,29.751677708,1.0,SPECIATY CONSTRUCTION BRANDS FOSTER PRODUCTS,Harris-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,5400 Westheimer Ct,-95.47309,3757.0,PENDING,Houston,77056-5310,29.740130001,1.0,Spectra Energy Propane LLC,Harris-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110015909935,9101 WELD COUNTY ROAD 14,-104.884364737,3758.0,110015909935,FORT LUPTON,80621,40.087455849,1.0,SPINDLE PLANT,Weld-CO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000446688,3801 SOUTH OLIVER STREET,-97.2804,3759.0,110000446688,WICHITA,67210-3000,37.621070001,1.0,SPIRIT AEROSYSTEMS INC,Sedgwick-KS
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110043815146,"2 INTERNATIONAL DRIVE, SUITE 200",-70.8086,3760.0,110043815146,PORTSMOUTH,03801,43.087900001,2.0,SPRAGUE ENERGY CORPORATE OFFICE,Rockingham-NH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000479090,395 WEST KEYSTONE ROAD,-115.56566,3761.0,110000479090,BRAWLEY,92227-9739,32.912610001,3.0,SPRECKELS SUGAR CO INC,IMPERIAL-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000868865,5001 COMMERCE ROAD,-77.42677,3762.0,110000868865,RICHMOND,23234-2288,37.456360001,2.0,SPRUANCE GENCO LLC,none-VA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110012142127,1301 WEST SECOND STREET,-83.76796,3763.0,110012142127,MAYSVILLE,41056-9716,38.621250001,1.0,SPURLOCK POWER STATION,Mason-KY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,"2727 Paces Ferry Road Building 2, Suite 1425",-84.47408,3764.0,PENDING,Atlanta,30339,33.865400001,11.0,SQM North America,Cobb-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000462990,12500 BAY AREA BLVD.,-95.04698,3765.0,110000462990,PASADENA,775071308,29.636860001,8.0,SSI CHUSEI INC,Harris-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110015829344,5177 SPRING GROVE AVE,-84.50213,3766.0,110015829344,CINCINNATI,45217,39.173080001,2.0,ST BERNARD SOAP CO,Hamilton-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000362134,11201 NEW BERLIN ROAD,-81.55814,3767.0,110000362134,JACKSONVILLE,32226-2234,30.436040001,5.0,ST JOHNS RIVER POWER PARK/NORTHSIDE GENERATING STATION,Duval-FL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110042084570,16000 BELLS BAY RD,-85.3015,3768.0,110042084570,CHARLEVOIX,49720,45.302490001,14.0,ST MARYS CEMENT INC (US),Charlevoix-MI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000423925,100 WEST 3RD AVENUE,-93.003566514,3769.0,110000423925,SAINT PAUL PARK,55071-1870,44.853165233,46.0,ST PAUL PARK REFINING CO LLC,Washington-MN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,1400 Kaster Road PO Box 778,-122.81142,3770.0,PENDING,St. Helens,97051,45.850990001,1.0,St. Helens PCC Plant,Columbia-OR
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000346885,308 FEDELON TRAIL,-77.98801,3771.0,110000346885,GOLDSBORO,27530-9001,35.414330001,7.0,STANDARD PRODUCTS GOLDSBORO,Wayne-NC
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,2302 Henderson Way,-82.09443,3772.0,PENDING,Plant City,33563,28.017060001,1.0,Star Distribution,Hillsborough-FL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002429587,1205 ATLANTIC STREET,-122.034415762,3773.0,110002429587,UNION CITY,94587-2002,37.602103604,1.0,STAR PACIFIC INC,Alameda-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000353251,10150 GREENVILLE HIGHWAY,-82.08253,3774.0,110000353251,WELLFORD,29385-9528,34.941560001,13.0,STARCHEM LLC,Spartanburg-SC
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000345537,801 PINEVIEW ROAD,-79.82234,3775.0,110000345537,ASHEBORO,27203-3192,35.772610001,1.0,STARPET INCORPORATED,Randolph-NC
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000321438,941 S. 2ND ST.,-75.12724,3776.0,110000321438,CAMDEN,08103,39.933830001,2.0,STATE METAL INDUSTRIES INC,Camden-NJ
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,P.O Box 819,0.0,3777.0,PENDING,Millport,35576,0.0,,Steel Dust Recycling LLC,Lamar-AL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000592396,4500 CR 59,-84.87343,3778.0,110000592396,BUTLER,46721-9747,41.435070001,7.0,STEEL DYNAMICS INC,DeKalb-IN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110001368984,5134 LOOP RD,-85.664417345,3779.0,110001368984,JEFFERSONVILLE,47130,38.320065857,1.0,STEEL DYNAMICS INC,Clark-IN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110022938115,8000 NORTH COUNTY ROAD 225 EAST,-86.43973,3780.0,110022938115,PITTSBORO,46167-9094,39.880010001,4.0,STEEL DYNAMICS INC - ENGINEERED BAR PRODUCTS DIV,Hendricks-IN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000342889,102 WESTSIDE BOULEVARD,-80.00041,3781.0,110000342889,ROANOKE,24017-6757,37.274820001,4.0,STEEL DYNAMICS INC ROANOKE BAR DIV,Roanoke-VA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110009569216,2601 CR 700 EAST,-85.357126562,3782.0,110009569216,COLUMBIA CITY,46725,41.124728483,4.0,STEEL DYNAMICS INC STRUCTURA L & RAIL DIV,Whitley-IN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000374274,1471 CHANNEL AVENUE,-90.101347184,3783.0,110000374274,MEMPHIS,381130171,35.100940362,2.0,STELLA-JONES CORP,Shelby-TN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000358817,951 BANKHEAD HIGHWAY,-83.78858,3784.0,110000358817,WINDER,30680-3430,33.997430001,23.0,STEPAN CO,BARROW-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000320395,100 WEST HUNTER AVENUE,-74.06748,3785.0,110000320395,MAYWOOD,07607-1021,40.896230001,8.0,STEPAN CO MAYWOOD DIV,Bergen-NJ
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000432504,22500 WEST MILLSDALE ROAD,-88.14178,3786.0,110000432504,ELWOOD,60421-9646,41.442980001,45.0,STEPAN CO MILLSDALE ROAD,will-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000480890,1208 NORTH PATT STREET,-117.9154,3787.0,110000480890,ANAHEIM,92801-2549,33.849250001,16.0,STEPAN COMPANY,Orange-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110040075682,22 W FRONTAGE ROAD,-87.760742414,3788.0,110040075682,NORTHFIELD,60093-3470,42.090122839,20.0,STEPAN COMPANY,Cook-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110041083608,FOURTH ST,-74.80581,3789.0,110041083608,FIELDSBORO,08505,40.003600001,13.0,STEPAN COMPANY,Bordentown-NJ
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000349720,10821 WITHERS COVE PARK DRIVE,-80.98302,3790.0,110000349720,CHARLOTTE,28278-6928,35.136730001,1.0,STERIGENICS US LLC,Mecklenburg-NC
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110015320543,1302 AVENUE T,-97.04282,3798.0,110015320543,GRAND PRAIRIE,750501211,32.790200001,1.0,STERIGENICS US LLC,Dallas-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000472541,2400 AIRPORT RD.,-106.68735,3794.0,110000472541,SANTA TERESA,88008,31.861320001,1.0,STERIGENICS US LLC,Dona Ana-NM
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000355963,2973 OLYMPIC INDUSTRIAL DRIVE,-84.467192032,3791.0,110000355963,SMYRNA,30080-7322,33.831573645,1.0,STERIGENICS US LLC,Cobb-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110012150509,4900 SOUTH GIFFORD AVENUE,-118.19089,3797.0,110012150509,LOS ANGELES,90058-2724,33.996720001,1.0,STERIGENICS US LLC,Los Angeles-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000469528,5725 HAROLD GATTY DRIVE,-112.02528,3793.0,110000469528,SALT LAKE CITY,84116-3763,40.781300001,1.0,STERIGENICS US LLC,Salt Lake-UT
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000478162,687 S. WANAMAKER,-117.54985,3795.0,110000478162,ONTARIO,91761-8117,34.057790001,1.0,STERIGENICS US LLC,San Bernardino-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000433594,7775 S. QUINCY STREET,-87.94056,3792.0,110000433594,WILLOWBROOK,60527-5531,41.747610001,1.0,STERIGENICS US LLC,DuPage-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000499425,84 PARK ROAD,-73.59934,3796.0,110000499425,QUEENSBURY,12804-7614,43.349200001,1.0,STERIGENICS US LLC,Washington-NY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002131014,1175 ISUZU PARKWAY,-97.047085037,3799.0,110002131014,GRAND PRAIRIE,75050-7870,32.799940001,2.0,STERIS ISOMEDIX SERVICES,Tarrant-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038162154,7685 ST. ANDREWS AVENUE,-116.97596,3800.0,110038162154,SAN DIEGO,92154-8209,32.566000001,2.0,STERIS ISOMEDIX SERVICES,San Diego-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110022421912,450 ANGUS AVENUE,-103.19382,3801.0,110022421912,STERLING,80751-8203,40.636070001,2.0,STERLING ETHANOL LLC,Logan-CO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110013297823,101 AVENUE K,-89.71136,3802.0,110013297823,STERLING,61081,41.788950001,9.0,STERLING STEEL CO LLC,Whiteside-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,California Ammonia Company Port Road G & 15th,-121.31788,3803.0,,Stockton,95203,37.952210001,5.0,Stockton Calamco Warehouse.,San Joaquin-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,4303 S. McKinley Ave,-121.272445862,3804.0,,Stockton,95206,37.903334484,1.0,"Stockton Terminal, Lhoist North America",San Joaquin-CA
